Row ID,Ship Mode,Segment,City,State,Country,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,order_day,order_month,order_year,ship_year,ship_month,ship_day,discount_bracket,pib_country,ship_mode_binned,Market_binned
49840,0,1,2,7,18,4,1,7,78.78,2.0,0.0,38.58,13.93,1,26,9,2013,2013,9,26,0,8747773729.5,1.0,3
4577,2,1,2,10,5,2,0,9,217.2,3.0,0.0,102.06,13.93,3,4,6,2013,2013,6,9,0,21990960000.0,1.0,5
4782,3,1,2,7,18,10,2,6,286.9204,2.0,0.402,3.8004,13.93,3,5,10,2013,2013,10,11,1,8747773729.5,0.0,5
1839,3,0,2,7,18,10,2,6,194.01512,2.0,0.402,-123.94488,13.92,3,7,7,2011,2011,7,13,1,8106590716.75,0.0,5
7513,3,0,2,10,5,2,2,11,355.0,2.0,0.0,170.4,13.92,3,30,7,2014,2014,8,5,0,22593470000.0,0.0,5
1370,2,1,2,7,9,2,1,14,157.584,2.0,0.4,-15.776,13.92,3,27,6,2013,2013,6,30,1,18372173381.0,1.0,5
16779,3,2,2,7,7,2,1,2,131.85,5.0,0.0,54.0,13.92,2,22,11,2011,2011,11,29,0,3744410000000.0,0.0,4
18123,3,0,2,7,20,10,1,14,127.008,3.0,0.1,40.878,13.92,1,15,11,2014,2014,11,19,0,1369400000000.0,0.0,4
21595,1,0,2,7,0,8,1,14,41.85,2.0,0.1,4.65,13.92,0,17,12,2013,2013,12,19,0,1576340000000.0,1.0,0
28366,3,1,2,7,18,11,2,13,195.93,3.0,0.0,88.11,13.92,3,22,6,2012,2012,6,27,0,8709165249.0,0.0,0
29023,3,0,2,9,0,8,2,11,305.91,2.0,0.1,47.55,13.92,3,1,12,2014,2014,12,5,0,1467500000000.0,0.0,0
42708,1,0,2,7,18,0,1,3,49.77,1.0,0.0,13.92,13.92,0,5,4,2013,2013,4,8,0,8747773729.5,1.0,1
10326,3,2,2,7,20,10,1,3,102.54,2.0,0.0,35.88,13.91,1,1,6,2011,2011,6,5,0,1478770000000.0,0.0,4
10381,0,1,2,1,22,6,1,2,126.0,8.0,0.0,13.68,13.91,3,13,3,2014,2014,3,13,0,3087170000000.0,1.0,4
13038,3,0,2,7,18,10,1,2,121.5,5.0,0.5,-17.1,13.91,1,13,12,2011,2011,12,18,1,8106590716.75,0.0,4
15144,3,0,2,7,6,2,0,4,356.562,2.0,0.1,19.782,13.91,3,11,6,2012,2012,6,15,0,2683830000000.0,0.0,4
16211,2,2,2,7,20,10,1,12,55.92,2.0,0.0,27.36,13.91,0,23,3,2012,2012,3,26,0,1324820000000.0,1.0,4
17766,3,0,2,7,6,2,1,2,245.43,9.0,0.0,41.58,13.91,3,4,9,2014,2014,9,9,0,2852170000000.0,0.0,4
22419,2,0,2,4,0,8,0,9,100.008,1.0,0.1,9.978,13.91,1,6,4,2013,2013,4,10,0,1576340000000.0,1.0,0
5640,3,2,2,7,14,6,1,15,204.96,7.0,0.0,79.8,13.91,3,28,3,2011,2011,4,2,0,1180490000000.0,0.0,5
10608,3,0,2,7,7,2,0,4,136.782,1.0,0.1,51.672,13.9,3,24,9,2012,2012,9,28,0,3527340000000.0,0.0,4
10654,2,1,2,7,7,2,1,15,71.28,3.0,0.0,17.82,13.9,0,24,10,2014,2014,10,27,0,3883920000000.0,1.0,4
16723,3,0,2,1,22,6,1,7,205.44,8.0,0.5,-90.48,13.9,3,22,4,2012,2012,4,27,1,2719160000000.0,0.0,4
17282,3,2,2,7,13,10,1,14,164.808,2.0,0.4,-109.872,13.9,2,7,6,2011,2011,6,13,1,2291990000000.0,0.0,4
19359,1,0,2,7,18,2,1,1,67.74,2.0,0.5,-62.34,13.9,1,30,12,2014,2015,1,1,1,9297230738.0,1.0,4
21936,3,2,2,7,18,11,1,1,134.9829,3.0,0.17,37.3329,13.9,3,10,1,2013,2013,1,14,0,8747773729.5,0.0,0
34509,3,0,2,7,23,2,1,1,207.24,11.0,0.0,58.0272,13.9,3,23,12,2011,2011,12,28,0,15542600000000.0,0.0,2
40682,3,0,2,7,23,12,0,9,120.576,8.0,0.2,33.1584,13.9,1,28,8,2014,2014,9,1,0,17527200000000.0,0.0,2
44305,3,2,2,7,18,0,1,15,108.24,4.0,0.0,25.92,13.9,2,4,9,2012,2012,9,10,0,8709165249.0,0.0,1
51232,3,0,2,7,18,4,2,0,258.33,1.0,0.0,23.22,13.9,2,31,7,2013,2013,8,7,0,8747773729.5,0.0,3
757,3,1,2,7,18,10,2,6,127.50556,1.0,0.402,-85.71444,13.89,3,24,5,2013,2013,5,29,1,8747773729.5,0.0,5
23696,3,0,2,7,11,11,2,0,346.3656,8.0,0.47,6.5256,13.89,3,18,8,2011,2011,8,23,1,892969000000.0,0.0,0
25246,1,0,2,7,10,3,1,12,50.4,2.0,0.0,3.0,13.89,0,26,5,2014,2014,5,28,0,2039130000000.0,1.0,0
40188,1,2,2,7,23,10,0,5,121.78,2.0,0.0,30.445,13.89,1,17,9,2013,2013,9,19,0,16784800000000.0,1.0,2
371,1,1,2,7,14,6,1,15,73.02,3.0,0.0,14.58,13.88,3,20,8,2014,2014,8,23,0,1315350000000.0,1.0,5
6467,3,0,2,7,16,2,1,3,298.62,9.0,0.0,35.82,13.88,3,20,6,2012,2012,6,25,0,10532006608.0,0.0,5
13662,3,1,2,1,22,6,1,2,94.35,5.0,0.0,23.55,13.88,1,25,2,2014,2014,3,2,0,3087170000000.0,0.0,4
25339,3,0,2,3,19,11,0,9,180.72,8.0,0.25,-9.84,13.88,1,7,11,2013,2013,11,11,0,283903000000.0,0.0,0
27869,3,0,2,7,18,11,1,1,145.0674,3.0,0.17,-15.7626,13.88,3,13,6,2013,2013,6,17,0,8747773729.5,0.0,0
6879,1,0,2,7,8,2,1,2,65.96,2.0,0.0,31.64,13.88,1,27,7,2011,2011,7,28,0,46876114650.0,1.0,5
12972,3,0,2,1,22,6,1,2,272.88,6.0,0.0,8.1,13.87,3,4,3,2014,2014,3,9,0,3087170000000.0,0.0,4
13229,3,0,2,7,13,10,2,13,199.71,5.0,0.4,13.26,13.87,3,4,9,2014,2014,9,8,1,2159130000000.0,0.0,4
21847,3,0,2,7,11,11,1,1,161.0034,2.0,0.17,32.9634,13.87,3,29,12,2014,2015,1,4,0,890815000000.0,0.0,0
23135,2,1,2,3,19,11,2,0,184.536,4.0,0.45,-134.304,13.87,3,22,5,2014,2014,5,27,1,297483000000.0,1.0,0
26509,3,0,2,7,11,11,1,2,185.1645,5.0,0.27,-2.6355,13.87,1,3,5,2013,2013,5,7,1,912524000000.0,0.0,0
32509,3,1,3,8,23,5,0,5,141.372,2.0,0.3,-48.4704,13.87,3,10,9,2014,2014,9,14,1,17527200000000.0,0.0,2
43734,3,0,2,7,18,9,1,14,197.94,1.0,0.0,96.99,13.87,3,18,3,2014,2014,3,22,0,9297230738.0,0.0,2
5220,3,2,2,7,14,6,1,14,132.26,1.0,0.0,43.64,13.87,3,24,6,2011,2011,6,29,0,1180490000000.0,0.0,5
5744,1,1,2,7,1,10,0,5,106.4,2.0,0.0,47.88,13.87,1,14,7,2014,2014,7,16,0,2456040000000.0,1.0,5
3361,3,0,2,7,4,1,0,5,178.08,2.0,0.2,-44.52,13.86,1,19,4,2013,2013,4,24,0,62682163837.0,0.0,5
18014,0,1,2,7,18,6,2,11,42.48,1.0,0.5,-3.42,13.86,0,25,12,2014,2014,12,25,1,9297230738.0,1.0,4
21043,2,2,2,7,0,8,2,11,152.712,2.0,0.1,-13.608,13.86,3,26,9,2014,2014,9,29,0,1467500000000.0,1.0,0
31986,2,0,2,7,23,10,0,9,104.01,1.0,0.0,14.5614,13.86,1,21,6,2011,2011,6,23,0,15542600000000.0,1.0,2
49504,2,1,2,7,18,4,2,13,78.372,4.0,0.7,-107.148,13.86,1,19,12,2011,2011,12,21,2,8106590716.75,1.0,3
51096,3,1,2,7,17,0,1,1,114.372,4.0,0.7,-133.548,13.86,3,18,4,2014,2014,4,22,2,546676000000.0,0.0,1
7796,3,0,2,7,14,6,2,13,146.52,3.0,0.0,71.76,13.86,3,12,11,2014,2014,11,16,0,1315350000000.0,0.0,5
10489,3,1,2,2,6,2,1,14,196.884,4.0,0.1,-0.036,13.85,3,16,12,2014,2014,12,21,0,2852170000000.0,0.0,4
36519,2,2,2,7,23,2,2,13,114.95,5.0,0.0,2.299,13.85,3,19,5,2014,2014,5,23,0,17527200000000.0,1.0,2
40707,1,0,3,8,23,5,0,9,87.92,5.0,0.2,15.386,13.85,0,11,12,2014,2014,12,14,0,17527200000000.0,1.0,2
42241,1,1,2,7,21,4,1,2,74.78399999999999,4.0,0.6,-24.336,13.85,1,18,9,2012,2012,9,20,2,880556000000.0,1.0,3
45185,3,2,2,7,12,4,1,14,137.34,1.0,0.0,0.0,13.85,3,19,9,2014,2014,9,26,0,432687000000.0,0.0,3
48543,1,0,2,7,18,0,1,15,47.64,1.0,0.0,23.34,13.85,0,13,1,2014,2014,1,15,0,9297230738.0,1.0,1
50068,3,2,2,7,18,0,2,6,189.69,1.0,0.0,37.92,13.85,3,26,2,2014,2014,3,3,0,9297230738.0,0.0,1
8059,0,2,2,7,4,1,1,14,90.336,3.0,0.2,-10.164,13.85,1,30,10,2013,2013,10,30,0,62682163837.0,1.0,5
9295,3,0,2,7,4,1,2,6,203.20272,2.0,0.202,45.32272,13.84,3,17,10,2014,2014,10,24,0,67179914027.0,0.0,5
21433,1,1,2,7,19,11,2,0,80.52,5.0,0.45,-45.48,13.84,3,30,5,2013,2013,6,1,1,283903000000.0,1.0,0
24126,2,1,2,4,0,8,0,9,102.546,6.0,0.1,12.366,13.84,1,12,12,2014,2014,12,15,0,1467500000000.0,1.0,0
28877,3,0,2,7,2,7,1,15,87.42,2.0,0.0,32.34,13.84,1,31,10,2012,2012,11,4,0,8532230000000.0,0.0,0
29974,2,2,2,7,2,7,1,2,136.08,9.0,0.0,54.27,13.84,1,27,3,2014,2014,3,31,0,10475700000000.0,1.0,0
681,3,0,2,7,14,6,0,4,201.648,3.0,0.2,55.428,13.84,3,24,10,2014,2014,10,29,0,1315350000000.0,0.0,5
5345,3,0,2,7,14,6,1,12,166.0,5.0,0.0,23.2,13.83,3,25,7,2014,2014,8,1,0,1315350000000.0,0.0,5
16032,0,1,2,2,6,2,1,2,107.4,2.0,0.0,0.0,13.83,3,28,9,2013,2013,9,28,0,2811080000000.0,1.0,4
19260,1,2,2,7,18,6,1,2,44.7,2.0,0.5,-27.72,13.83,0,27,9,2014,2014,9,29,1,9297230738.0,1.0,4
28985,3,0,2,7,2,7,2,11,119.88,3.0,0.0,16.74,13.83,2,25,12,2013,2014,1,1,0,9570410000000.0,0.0,0
41860,1,0,2,7,18,4,2,13,101.754,2.0,0.7,-169.626,13.83,1,19,12,2011,2011,12,21,2,8106590716.75,1.0,3
13023,3,1,2,7,13,10,2,13,136.728,3.0,0.4,-41.022,13.82,3,19,6,2014,2014,6,25,1,2159130000000.0,0.0,4
13314,3,1,2,7,13,10,1,2,214.8,4.0,0.0,0.0,13.82,3,22,12,2012,2012,12,27,0,2087080000000.0,0.0,4
15921,2,0,2,6,7,2,1,14,147.663,3.0,0.1,24.543,13.82,3,18,9,2014,2014,9,22,0,3883920000000.0,1.0,4
23290,2,2,2,7,10,3,1,12,79.38,3.0,0.0,25.38,13.82,1,26,1,2011,2011,1,28,0,1823050000000.0,1.0,0
29903,3,1,2,7,2,7,1,12,89.46,3.0,0.0,44.73,13.82,2,15,2,2013,2013,2,21,0,9570410000000.0,0.0,0
42459,2,2,2,7,18,4,1,2,113.76,2.0,0.0,1.08,13.82,3,12,9,2012,2012,9,16,0,8709165249.0,1.0,3
45413,2,0,2,7,18,4,1,2,308.16,6.0,0.0,58.5,13.82,1,21,8,2013,2013,8,24,0,8747773729.5,1.0,3
45544,3,1,2,7,18,4,1,14,218.76,4.0,0.0,21.84,13.82,3,20,2,2012,2012,2,24,0,8709165249.0,0.0,3
47897,3,0,2,7,18,4,0,9,220.2,2.0,0.0,17.58,13.82,3,24,12,2014,2014,12,30,0,9297230738.0,0.0,3
48080,3,2,2,7,18,0,2,13,144.42,1.0,0.0,23.1,13.82,3,11,6,2013,2013,6,15,0,8747773729.5,0.0,1
10109,2,0,2,7,1,10,1,14,272.84,5.0,0.6,-115.96,13.82,3,16,9,2013,2013,9,21,2,2472820000000.0,1.0,5
8148,1,0,2,7,4,1,1,12,79.68,3.0,0.2,-6.0,13.81,1,18,11,2013,2013,11,20,0,62682163837.0,1.0,5
15640,3,1,2,7,6,2,0,9,130.95,3.0,0.0,40.59,13.81,3,14,1,2014,2014,1,19,0,2852170000000.0,0.0,4
35764,3,0,1,5,23,5,1,7,167.96,2.0,0.0,78.9412,13.81,2,25,11,2014,2014,12,2,0,17527200000000.0,0.0,2
40617,3,1,1,5,23,5,0,9,183.92,4.0,0.0,31.2664,13.81,3,21,7,2014,2014,7,26,0,17527200000000.0,0.0,2
41714,2,1,2,7,18,0,1,12,188.4,4.0,0.0,54.6,13.81,3,16,6,2014,2014,6,19,0,9297230738.0,1.0,1
10424,3,1,2,7,18,2,1,3,308.7,6.0,0.0,77.04,13.8,3,24,2,2011,2011,2,28,0,8106590716.75,0.0,4
14749,0,0,2,2,6,2,1,8,54.6,4.0,0.0,17.4,13.8,3,9,5,2012,2012,5,9,0,2683830000000.0,1.0,4
16398,2,2,2,2,6,2,0,4,217.89,2.0,0.1,77.43,13.8,3,12,8,2014,2014,8,14,0,2852170000000.0,1.0,4
20167,3,2,2,1,22,6,1,2,157.86,3.0,0.0,29.97,13.8,3,16,12,2014,2014,12,23,0,3087170000000.0,0.0,4
20246,3,2,2,7,22,6,2,11,221.16,2.0,0.0,15.48,13.8,3,4,5,2012,2012,5,10,0,2719160000000.0,0.0,4
32809,3,0,2,11,23,2,1,14,200.064,3.0,0.2,12.504,13.8,3,19,8,2014,2014,8,23,0,17527200000000.0,0.0,2
41061,3,0,0,0,23,12,2,13,139.8,5.0,0.2,12.2325,13.8,3,18,6,2011,2011,6,23,0,15542600000000.0,0.0,2
46214,2,1,2,7,18,0,1,3,109.44,8.0,0.0,32.64,13.8,3,28,5,2012,2012,5,30,0,8709165249.0,1.0,1
49262,3,2,2,7,21,4,0,5,219.84,4.0,0.6,-132.0,13.8,3,8,6,2013,2013,6,14,2,957783000000.0,0.0,3
49621,1,1,2,7,18,4,2,0,258.96,1.0,0.0,121.71,13.8,3,25,8,2014,2014,8,27,0,9297230738.0,1.0,3
50305,1,2,2,7,18,0,2,11,304.2,6.0,0.0,5.94,13.8,3,18,6,2013,2013,6,21,0,8747773729.5,1.0,1
4318,3,1,2,7,1,10,1,14,108.48,3.0,0.0,21.66,13.8,2,20,6,2013,2013,6,26,0,2472820000000.0,0.0,5
1537,3,0,2,7,14,6,1,15,139.0,5.0,0.0,16.6,13.8,3,13,6,2013,2013,6,17,0,1274440000000.0,0.0,5
14215,2,0,2,6,7,2,0,9,122.76,3.0,0.0,15.93,13.79,1,21,9,2012,2012,9,23,0,3527340000000.0,1.0,4
19372,3,1,2,7,18,2,0,9,212.16,4.0,0.0,80.52,13.79,3,29,1,2014,2014,2,3,0,9297230738.0,0.0,4
20329,3,0,2,7,18,11,2,0,268.1535,5.0,0.47,-207.4965,13.79,3,29,7,2013,2013,8,4,1,8747773729.5,0.0,0
25066,3,0,2,7,18,11,0,5,210.24,4.0,0.27,57.6,13.79,3,21,8,2011,2011,8,26,1,8106590716.75,0.0,0
47204,3,0,2,7,17,0,2,13,192.807,1.0,0.7,-205.683,13.79,3,11,3,2014,2014,3,17,2,546676000000.0,0.0,1
2491,0,1,2,7,14,6,0,9,39.096,2.0,0.4,-3.264,13.78,0,14,9,2011,2011,9,14,1,1180490000000.0,1.0,5
15652,2,1,2,7,6,2,1,3,209.37,7.0,0.0,83.58,13.78,3,12,2,2013,2013,2,17,0,2811080000000.0,1.0,4
29660,2,0,2,7,2,7,0,5,53.01,1.0,0.0,4.77,13.78,0,15,5,2013,2013,5,17,0,9570410000000.0,1.0,0
36490,2,1,2,7,23,10,1,12,85.96,7.0,0.0,40.4012,13.78,0,28,11,2011,2011,12,1,0,15542600000000.0,1.0,2
50104,2,2,2,7,18,9,1,3,63.9,2.0,0.0,23.64,13.78,1,13,1,2014,2014,1,15,0,9297230738.0,1.0,2
2286,3,1,2,7,14,6,1,2,74.48,7.0,0.0,35.7,13.77,1,16,11,2012,2012,11,20,0,1201090000000.0,0.0,5
11259,2,2,2,2,6,2,1,2,199.44,4.0,0.0,0.0,13.77,1,21,3,2014,2014,3,24,0,2852170000000.0,1.0,4
13938,1,2,2,7,13,10,1,1,116.52,2.0,0.0,51.24,13.77,3,6,5,2013,2013,5,9,0,2141320000000.0,1.0,4
14392,3,0,2,7,6,2,1,14,277.56,5.0,0.1,61.56,13.77,3,12,8,2014,2014,8,16,0,2852170000000.0,0.0,4
33238,1,1,2,7,23,2,1,10,47.36,4.0,0.2,17.76,13.77,1,30,8,2014,2014,9,2,0,17527200000000.0,1.0,2
37664,1,2,1,5,23,5,2,13,119.02,2.0,0.0,33.3256,13.77,3,5,4,2014,2014,4,6,0,17527200000000.0,1.0,2
664,2,0,2,7,1,10,0,4,400.032,9.0,0.6,-280.188,13.77,3,12,3,2012,2012,3,16,2,2465230000000.0,1.0,5
6312,3,1,2,7,18,2,0,5,267.36,5.0,0.4,-17.84,13.76,3,29,3,2013,2013,4,2,1,8747773729.5,0.0,5
24133,3,0,2,7,0,8,0,5,171.828,2.0,0.1,20.988,13.76,3,9,10,2013,2013,10,16,0,1576340000000.0,0.0,0
25998,3,1,2,7,18,3,2,0,297.36,7.0,0.5,-119.07,13.76,3,19,5,2014,2014,5,23,1,9297230738.0,0.0,0
31872,2,0,2,0,23,12,1,12,160.72,14.0,0.0,78.7528,13.76,1,18,9,2012,2012,9,22,0,16197000000000.0,1.0,2
33129,3,1,2,7,23,10,0,5,207.0,3.0,0.2,25.875,13.76,3,5,11,2012,2012,11,9,0,16197000000000.0,0.0,2
42724,3,0,2,7,18,4,1,3,103.56,2.0,0.0,18.6,13.76,1,15,1,2013,2013,1,20,0,8747773729.5,0.0,3
46034,3,1,2,7,21,4,1,14,81.672,1.0,0.6,-110.268,13.76,1,23,5,2014,2014,5,28,2,938953000000.0,0.0,3
46207,1,0,2,7,18,4,2,0,185.28,4.0,0.0,27.72,13.76,3,22,10,2014,2014,10,25,0,9297230738.0,1.0,3
49895,3,1,2,7,12,4,1,14,127.89,1.0,0.0,15.33,13.76,3,9,2,2014,2014,2,13,0,432687000000.0,0.0,3
7979,3,0,2,7,18,10,0,4,297.3,5.0,0.4,-89.2,13.75,3,18,12,2013,2013,12,24,1,8747773729.5,0.0,5
682,2,0,2,7,8,2,1,3,57.6,3.0,0.0,17.28,13.75,0,28,9,2012,2012,10,1,0,49593961142.0,1.0,5
26791,3,0,2,7,18,7,0,5,365.22,2.0,0.0,21.9,13.75,3,13,6,2013,2013,6,17,0,8747773729.5,0.0,0
26952,3,0,2,9,0,8,1,1,134.73,3.0,0.4,22.41,13.75,3,10,5,2011,2011,5,15,1,1397910000000.0,0.0,0
33661,3,2,2,7,23,10,1,1,160.32,2.0,0.0,44.8896,13.75,3,14,3,2013,2013,3,19,0,16784800000000.0,0.0,2
34008,1,1,2,7,23,5,0,9,45.88800000000001,4.0,0.2,9.1776,13.75,0,10,10,2014,2014,10,12,0,17527200000000.0,1.0,2
38000,3,0,2,0,23,12,2,13,217.584,2.0,0.2,19.0386,13.75,3,23,6,2012,2012,6,28,0,16197000000000.0,0.0,2
39783,3,2,2,0,23,12,1,12,110.96,2.0,0.0,53.2608,13.75,1,28,3,2014,2014,4,1,0,17527200000000.0,0.0,2
40911,1,1,2,7,23,12,2,0,102.13,7.0,0.0,15.3195,13.75,3,11,11,2011,2011,11,13,0,15542600000000.0,1.0,2
49974,3,1,2,7,18,4,0,5,134.91,1.0,0.0,6.72,13.75,3,1,9,2014,2014,9,5,0,9297230738.0,0.0,3
50671,3,0,2,7,18,0,1,14,255.78,2.0,0.0,30.66,13.75,3,29,8,2014,2014,9,3,0,9297230738.0,0.0,1
12644,2,1,2,1,22,6,1,3,98.64,4.0,0.5,-77.04,13.74,1,13,7,2012,2012,7,15,1,2719160000000.0,1.0,4
13361,3,2,2,1,22,6,2,11,301.77,1.0,0.0,9.03,13.74,3,16,4,2014,2014,4,21,0,3087170000000.0,0.0,4
14782,1,1,2,7,6,2,1,3,184.47,13.0,0.0,38.61,13.74,3,7,9,2012,2012,9,9,0,2683830000000.0,1.0,4
14851,3,0,2,7,7,2,1,2,155.34,3.0,0.0,4.59,13.74,1,15,12,2014,2014,12,19,0,3883920000000.0,0.0,4
18752,1,2,2,7,6,2,1,7,78.57,3.0,0.0,39.24,13.74,3,14,8,2012,2012,8,17,0,2683830000000.0,1.0,4
18849,1,1,2,7,18,2,1,14,73.44,3.0,0.5,-25.02,13.74,1,29,8,2014,2014,9,1,1,9297230738.0,1.0,4
19234,3,0,2,7,13,10,1,1,187.83,3.0,0.0,75.06,13.74,3,1,9,2012,2012,9,6,0,2087080000000.0,0.0,4
27045,3,1,2,7,18,7,0,5,143.4,1.0,0.0,2.85,13.74,3,30,6,2014,2014,7,6,0,9297230738.0,0.0,0
27941,3,0,2,7,18,11,1,3,99.3012,4.0,0.17,16.7412,13.74,1,26,9,2014,2014,10,1,0,9297230738.0,0.0,0
45376,2,0,2,7,18,0,2,13,146.4,2.0,0.0,61.44,13.74,3,18,6,2012,2012,6,20,0,8709165249.0,1.0,1
8481,3,1,2,7,8,2,1,7,80.64,9.0,0.0,38.7,13.74,1,3,10,2014,2014,10,7,0,57852399964.0,0.0,5
6445,3,2,2,7,14,6,2,0,272.3,5.0,0.0,68.0,13.73,3,7,6,2013,2013,6,14,0,1274440000000.0,0.0,5
12296,2,1,2,7,13,10,1,1,140.94,2.0,0.0,23.94,13.73,1,10,8,2011,2011,8,12,0,2291990000000.0,1.0,4
19866,3,0,2,7,6,2,2,0,168.3,3.0,0.5,-10.17,13.73,3,12,5,2014,2014,5,17,1,2852170000000.0,0.0,4
21693,3,2,2,7,10,3,2,13,204.39,3.0,0.0,96.03,13.73,3,30,5,2014,2014,6,4,0,2039130000000.0,0.0,0
22549,1,1,2,7,10,3,1,3,52.65,5.0,0.0,8.85,13.73,1,16,8,2013,2013,8,18,0,1856720000000.0,1.0,0
29079,2,0,2,7,2,7,2,11,156.87,3.0,0.0,39.15,13.73,3,11,8,2011,2011,8,16,0,7551500000000.0,1.0,0
39368,3,0,2,11,23,2,0,5,310.744,4.0,0.3,-26.6352,13.73,3,2,1,2014,2014,1,6,1,17527200000000.0,0.0,2
39821,0,0,2,7,23,5,2,13,44.376,2.0,0.4,-7.396,13.73,1,17,3,2014,2014,3,17,1,17527200000000.0,1.0,2
44924,3,0,2,7,18,4,1,1,139.08,2.0,0.0,54.24,13.73,3,3,6,2014,2014,6,9,0,9297230738.0,0.0,3
47640,1,2,2,7,18,4,0,9,48.93,1.0,0.0,4.38,13.73,1,2,6,2014,2014,6,3,0,9297230738.0,1.0,3
1834,3,0,2,7,1,10,0,5,225.28,4.0,0.0,54.0,13.73,3,26,7,2012,2012,7,31,0,2465230000000.0,0.0,5
17970,3,0,2,6,7,2,1,7,118.71,3.0,0.0,45.09,13.72,1,1,8,2012,2012,8,5,0,3527340000000.0,0.0,4
19026,3,1,2,1,22,6,1,2,97.32,2.0,0.0,17.46,13.72,2,7,9,2012,2012,9,14,0,2719160000000.0,0.0,4
20445,1,0,2,7,2,7,1,2,52.86,2.0,0.0,11.58,13.72,1,13,3,2014,2014,3,15,0,10475700000000.0,1.0,0
37911,3,0,2,7,23,10,0,9,209.88,3.0,0.0,35.6796,13.72,3,21,4,2012,2012,4,28,0,16197000000000.0,0.0,2
41744,2,0,2,7,21,4,0,9,173.76,4.0,0.6,-117.36,13.72,3,31,12,2014,2015,1,4,2,938953000000.0,1.0,3
45825,2,2,2,7,17,0,0,5,41.742,2.0,0.7,-68.238,13.72,0,3,7,2013,2013,7,6,2,508693000000.0,1.0,1
50356,3,1,2,7,18,4,0,9,207.24,4.0,0.0,74.52,13.72,1,21,8,2013,2013,8,26,0,8747773729.5,0.0,3
5247,1,0,2,7,18,10,0,9,59.12,4.0,0.0,14.16,13.72,1,23,5,2013,2013,5,25,0,8747773729.5,1.0,5
5970,2,1,2,7,14,6,0,9,127.296,6.0,0.4,16.896,13.71,1,23,12,2011,2011,12,25,1,1180490000000.0,1.0,5
10629,3,0,2,7,13,10,1,7,173.34,6.0,0.0,13.86,13.71,1,27,10,2012,2012,10,31,0,2087080000000.0,0.0,4
13584,3,0,2,6,7,2,1,15,138.6,3.0,0.0,30.42,13.71,3,21,1,2014,2014,1,26,0,3883920000000.0,0.0,4
17150,3,1,2,1,22,6,1,15,189.42,7.0,0.0,52.92,13.71,3,22,7,2014,2014,7,26,0,3087170000000.0,0.0,4
37329,1,0,1,5,23,5,1,15,54.9,5.0,0.0,15.372,13.71,1,24,4,2014,2014,4,26,0,17527200000000.0,1.0,2
5933,2,0,2,7,18,10,1,7,46.224,4.0,0.4,-27.776,13.71,0,1,10,2013,2013,10,3,1,8747773729.5,1.0,5
9112,3,1,2,7,8,2,1,3,82.16,4.0,0.0,27.92,13.71,2,29,11,2012,2012,12,5,0,49593961142.0,0.0,5
711,3,1,2,7,14,6,0,9,140.448,7.0,0.4,21.028,13.71,3,3,10,2012,2012,10,8,1,1201090000000.0,0.0,5
1799,3,0,2,7,14,6,2,13,94.22,1.0,0.0,21.66,13.71,1,2,10,2013,2013,10,7,0,1274440000000.0,0.0,5
13810,2,0,2,7,20,10,1,2,146.1,5.0,0.0,18.9,13.7,1,6,2,2014,2014,2,10,0,1369400000000.0,1.0,4
16288,3,0,2,7,20,10,2,11,143.856,4.0,0.1,-6.504,13.7,1,21,4,2014,2014,4,26,0,1369400000000.0,0.0,4
19410,1,2,2,7,18,2,1,14,256.74,2.0,0.0,110.34,13.7,3,14,8,2014,2014,8,16,0,9297230738.0,1.0,4
19565,1,2,2,7,7,2,1,2,100.65,5.0,0.0,26.1,13.7,1,28,8,2013,2013,8,30,0,3732740000000.0,1.0,4
23420,1,0,2,4,0,8,1,8,116.397,9.0,0.1,24.327,13.7,1,2,9,2014,2014,9,5,0,1467500000000.0,1.0,0
26903,3,1,2,4,0,8,2,0,205.038,2.0,0.1,-22.782,13.7,3,27,5,2011,2011,5,31,0,1397910000000.0,0.0,0
27208,3,1,2,4,0,8,0,5,267.3,4.0,0.1,-26.82,13.7,3,16,8,2012,2012,8,20,0,1546510000000.0,0.0,0
34441,3,1,2,11,23,2,0,5,347.802,7.0,0.3,-24.843,13.7,3,6,9,2013,2013,9,12,1,16784800000000.0,0.0,2
48279,1,0,2,7,18,0,1,2,44.7,1.0,0.0,8.49,13.7,1,7,1,2011,2011,1,10,0,8106590716.75,1.0,1
8526,2,0,2,7,14,6,1,15,146.6,5.0,0.0,58.6,13.7,3,26,2,2014,2014,3,3,0,1315350000000.0,1.0,5
7056,3,1,2,7,3,1,1,12,123.48,7.0,0.0,41.86,13.7,1,20,8,2012,2012,8,24,0,73141000000.0,0.0,5
1118,3,0,2,7,14,6,2,13,246.3,3.0,0.0,39.36,13.69,3,19,4,2013,2013,4,23,0,1274440000000.0,0.0,5
13031,3,1,2,7,7,2,2,11,250.02,3.0,0.0,104.94,13.69,3,8,7,2011,2011,7,14,0,3744410000000.0,0.0,4
14516,2,0,2,7,7,2,1,7,131.76,3.0,0.0,59.22,13.69,3,12,6,2013,2013,6,17,0,3732740000000.0,1.0,4
14605,0,0,2,2,6,2,1,14,148.878,3.0,0.1,14.868,13.69,1,5,3,2014,2014,3,5,0,2852170000000.0,1.0,4
